year,make,model,displ,cylinders,trans,drive,fuel_type,city_mpg,highway_mpg,comb_mpg,co2_emissions
2023,Chevrolet,Minivan,3.4,6,Manual,4WD,Regular,12.2,16.2,14.0,656.0
2022,Honda,Truck,1.3,4,Manual,AWD,Regular,16.3,23.9,19.7,436.0
2020,Volkswagen,Truck,1.9,4,Manual,AWD,Premium,17.6,21.8,19.5,438.0
2020,Tesla,Minivan,4.5,4,Manual,AWD,Regular,13.9,18.5,16.0,560.0
2023,Tesla,Hatchback,4.6,3,Automatic,FWD,Premium,12.7,18.4,15.3,551.0
2023,Nissan,Wagon,5.5,4,CVT,RWD,Premium,10.0,17.5,13.4,670.0
2024,Ford,Hatchback,3.9,6,Manual,RWD,Hybrid,30.5,37.4,33.6,274.0
2024,Audi,Wagon,1.6,6,Manual,AWD,Electric,100.0,103.2,101.4,83.0
2022,Mercedes-Benz,Wagon,1.6,4,CVT,AWD,Hybrid,35.6,42.1,38.5,259.0
2023,Audi,Truck,4.6,8,CVT,FWD,Regular,10.0,15.5,12.5,734.0
2020,Mazda,Hatchback,1.9,6,Manual,4WD,Electric,95.5,100.9,97.9,75.0
2024,Chevrolet,SUV,2.6,4,Manual,AWD,Regular,18.5,25.0,21.4,428.0
2024,Hyundai,Wagon,3.4,6,CVT,AWD,Premium,16.3,20.3,18.1,511.0
2020,Honda,Coupe,1.1,8,Manual,4WD,Premium,13.6,21.5,17.2,518.0
2024,Hyundai,Coupe,2.2,4,Manual,AWD,Regular,17.2,23.4,20.0,436.0
2022,Ford,SUV,3.0,4,Automatic,RWD,Premium,20.7,25.6,22.9,366.0
2023,Mercedes-Benz,Coupe,2.4,8,CVT,AWD,Regular,10.0,16.0,12.7,689.0
2020,Mercedes-Benz,Sedan,1.7,6,Automatic,RWD,Regular,16.1,20.2,18.0,472.0
2023,Mazda,Wagon,4.6,4,Automatic,FWD,Hybrid,27.6,33.7,30.3,312.0
2024,BMW,SUV,5.1,6,CVT,FWD,Regular,10.0,15.0,12.2,723.0
2024,Honda,Hatchback,2.3,4,Automatic,RWD,Regular,20.8,25.5,22.9,399.0
2020,Lexus,Wagon,4.9,8,Manual,RWD,Regular,10.0,16.7,13.0,709.0
2022,Mercedes-Benz,SUV,2.9,4,Automatic,4WD,Electric,95.0,102.1,98.2,95.0
2021,Mercedes-Benz,Truck,3.5,4,CVT,RWD,Regular,13.3,17.6,15.2,608.0
2020,Mazda,Hatchback,5.3,6,Manual,RWD,Regular,10.0,15.7,12.6,698.0
2021,Nissan,Truck,4.7,4,Manual,AWD,Electric,93.5,99.2,96.1,100.0
2021,Subaru,Wagon,5.0,4,Manual,4WD,Regular,10.0,15.1,12.3,727.0
2022,Honda,Hatchback,1.7,6,Manual,RWD,Regular,13.2,17.4,15.1,575.0
2021,Hyundai,Coupe,1.3,6,Automatic,RWD,Diesel,25.1,31.7,28.1,310.0
2021,Ford,SUV,5.5,3,Automatic,RWD,Regular,14.0,18.3,15.9,587.0
2022,Mercedes-Benz,Wagon,2.9,6,Manual,AWD,Electric,93.6,101.2,97.0,85.0
2021,Mercedes-Benz,Sedan,2.4,4,CVT,AWD,Regular,23.7,29.4,26.3,305.0
2021,Tesla,Hatchback,4.6,4,Manual,AWD,Hybrid,22.5,29.9,25.8,338.0
2021,Volkswagen,Hatchback,5.2,4,Automatic,FWD,Hybrid,22.3,26.8,24.3,351.0
2020,Nissan,Minivan,5.3,4,Manual,AWD,Regular,10.0,17.0,13.2,682.0
2020,Mercedes-Benz,Wagon,2.6,6,Automatic,RWD,Regular,10.0,15.0,12.2,741.0
2020,Subaru,Wagon,5.3,4,Manual,AWD,Hybrid,21.2,28.0,24.2,374.0
2022,Volkswagen,Truck,1.2,6,CVT,AWD,Regular,19.2,24.1,21.4,407.0
2024,Tesla,Minivan,1.2,4,Manual,4WD,Premium,21.3,26.6,23.7,376.0
2021,Toyota,Coupe,4.1,8,CVT,RWD,Premium,11.5,15.4,13.2,667.0
2021,Nissan,Truck,1.3,6,CVT,AWD,Diesel,22.6,25.7,24.0,341.0
2022,Ford,Minivan,2.6,6,Manual,FWD,Electric,94.2,100.5,97.0,89.0
2021,Chevrolet,Truck,4.4,4,CVT,4WD,Regular,15.0,20.9,17.6,558.0
2020,Honda,Coupe,2.7,4,CVT,AWD,Regular,12.7,18.8,15.4,556.0
2024,Mazda,Minivan,1.9,4,Automatic,4WD,Electric,99.0,103.3,100.9,51.0
2023,Ford,Minivan,2.4,8,Automatic,4WD,Electric,91.8,96.0,93.7,123.0
2021,Lexus,Sedan,3.3,4,CVT,FWD,Premium,12.5,19.7,15.8,571.0
2020,Honda,Truck,3.4,6,Manual,FWD,Hybrid,25.7,32.5,28.8,315.0
2023,Volkswagen,Truck,4.9,6,CVT,FWD,Premium,10.0,15.0,12.2,721.0
2024,BMW,Hatchback,4.8,4,Manual,RWD,Regular,10.0,16.2,12.8,699.0
2023,Mazda,Coupe,3.3,6,Automatic,4WD,Electric,89.7,96.8,92.9,97.0
2020,Kia,SUV,5.2,6,Manual,AWD,Regular,10.0,17.4,13.3,694.0
2023,Hyundai,Sedan,1.6,6,CVT,FWD,Regular,10.7,15.0,12.7,718.0
2022,Toyota,Minivan,2.3,4,CVT,FWD,Regular,16.0,23.1,19.2,475.0
2023,Nissan,Minivan,5.1,4,CVT,4WD,Diesel,18.7,23.5,20.9,412.0
2021,Mercedes-Benz,Minivan,2.9,4,CVT,4WD,Hybrid,29.4,36.0,32.3,280.0
2021,BMW,Sedan,5.9,6,CVT,4WD,Regular,10.0,15.0,12.2,716.0
2022,Tesla,Minivan,3.3,6,Manual,AWD,Regular,16.9,22.9,19.6,478.0
2020,Lexus,Minivan,5.0,4,CVT,RWD,Premium,10.1,16.3,12.9,675.0
2021,BMW,Coupe,3.0,8,Automatic,RWD,Electric,88.3,93.3,90.6,95.0
2024,Ford,Wagon,3.1,3,CVT,FWD,Premium,15.7,21.2,18.2,467.0
2021,Toyota,Wagon,2.9,8,Manual,RWD,Premium,11.9,18.6,14.9,586.0
2021,Chevrolet,Hatchback,4.6,12,CVT,AWD,Premium,10.0,15.4,12.4,707.0
2020,Audi,Hatchback,3.7,8,CVT,RWD,Regular,13.5,16.5,14.9,593.0
2023,Honda,Minivan,5.7,6,Manual,AWD,Regular,10.0,15.0,12.2,710.0
2021,Honda,Coupe,2.3,4,CVT,FWD,Regular,15.1,21.4,17.9,521.0
2022,Ford,Minivan,1.5,4,Manual,4WD,Electric,100.5,107.7,103.7,82.0
2023,Subaru,Hatchback,3.0,6,CVT,AWD,Regular,10.0,16.9,13.1,668.0
2024,Subaru,Sedan,4.1,4,Automatic,4WD,Premium,10.0,15.0,12.2,744.0
2020,Mercedes-Benz,Sedan,5.3,4,CVT,FWD,Regular,11.5,16.9,13.9,683.0
2024,Lexus,SUV,2.7,6,Manual,AWD,Regular,10.0,15.0,12.2,720.0
2023,Kia,Wagon,4.3,4,Automatic,AWD,Regular,11.2,19.1,14.7,600.0
2023,Hyundai,Coupe,2.8,8,Manual,RWD,Regular,10.0,15.0,12.2,714.0
2023,Mazda,Truck,4.1,6,CVT,AWD,Regular,12.8,17.8,15.1,602.0
2024,Chevrolet,Wagon,5.4,6,Automatic,FWD,Diesel,11.4,17.8,14.2,645.0
2023,Mercedes-Benz,Truck,2.2,6,Manual,4WD,Regular,17.5,24.9,20.9,424.0
2024,Toyota,SUV,3.0,8,Automatic,AWD,Premium,10.0,15.0,12.2,720.0
2023,Subaru,SUV,6.0,6,Automatic,FWD,Regular,10.0,15.0,12.2,739.0
2022,Kia,Minivan,5.3,6,Manual,FWD,Regular,10.0,15.8,12.6,720.0
2023,Kia,Hatchback,3.8,4,Automatic,AWD,Regular,10.0,16.1,12.7,731.0
2024,Lexus,SUV,3.6,8,Manual,RWD,Hybrid,23.4,26.7,24.9,345.0
2021,Ford,SUV,2.4,6,Automatic,AWD,Regular,11.8,18.1,14.6,626.0
2023,Chevrolet,Truck,3.6,4,Automatic,AWD,Regular,12.7,18.4,15.3,583.0
2021,Volkswagen,Hatchback,5.2,3,Automatic,RWD,Hybrid,22.7,29.9,25.9,308.0
2022,Mazda,SUV,4.4,6,CVT,FWD,Regular,10.0,15.0,12.2,759.0
2020,Lexus,Wagon,2.5,4,CVT,AWD,Electric,95.9,99.9,97.7,97.0
2022,Hyundai,SUV,2.0,8,Manual,RWD,Regular,12.8,19.8,16.0,568.0
2023,Lexus,Hatchback,2.3,8,Automatic,4WD,Premium,12.2,18.8,15.2,604.0
2021,Lexus,Minivan,1.8,4,Manual,4WD,Regular,19.5,26.4,22.6,405.0
2021,Nissan,Coupe,1.5,6,CVT,RWD,Hybrid,32.3,39.2,35.4,232.0
2024,Ford,Hatchback,3.1,4,CVT,FWD,Premium,10.0,15.0,12.2,742.0
2021,Mazda,Truck,1.6,6,CVT,RWD,Regular,13.3,17.7,15.3,591.0
2024,Nissan,Coupe,1.9,4,CVT,FWD,Regular,14.5,18.8,16.4,508.0
2020,Nissan,Wagon,3.7,6,Manual,4WD,Regular,14.8,22.4,18.2,522.0
2023,Tesla,Sedan,1.8,4,Automatic,AWD,Premium,22.1,27.6,24.6,354.0
2024,Chevrolet,Hatchback,1.3,4,Manual,RWD,Regular,23.4,26.9,25.0,375.0
2020,Tesla,Minivan,2.6,4,Automatic,4WD,Regular,18.0,22.4,20.0,438.0
2021,Chevrolet,Truck,2.1,4,CVT,AWD,Premium,14.7,22.1,18.0,483.0
2021,Mercedes-Benz,Wagon,3.6,6,Automatic,4WD,Regular,10.0,17.2,13.3,667.0
2020,Toyota,Coupe,1.5,3,CVT,RWD,Regular,20.4,27.9,23.7,417.0
2021,Kia,Wagon,4.8,4,Manual,RWD,Regular,12.9,17.8,15.1,629.0
2020,Mazda,Hatchback,5.5,8,Automatic,AWD,Premium,10.0,16.2,12.8,684.0
2024,Ford,SUV,4.7,6,Manual,RWD,Hybrid,18.0,22.4,20.0,469.0
2024,Mercedes-Benz,Minivan,3.7,8,CVT,4WD,Regular,14.6,18.5,16.3,546.0
2020,Audi,Hatchback,5.3,8,Manual,AWD,Diesel,10.0,15.0,12.2,769.0
2024,Lexus,Sedan,4.5,4,CVT,AWD,Regular,10.0,15.0,12.2,752.0
2024,Honda,Hatchback,1.1,4,CVT,4WD,Regular,22.4,28.5,25.2,358.0
2024,Ford,Coupe,3.0,6,CVT,FWD,Regular,11.2,18.7,14.5,615.0
2022,Toyota,Coupe,5.3,8,Manual,AWD,Regular,10.0,15.0,12.2,741.0
2023,Hyundai,Hatchback,2.7,8,Manual,FWD,Regular,11.0,18.5,14.4,627.0
2021,BMW,Coupe,1.2,3,Automatic,4WD,Electric,99.9,104.6,102.0,65.0
2022,BMW,SUV,4.7,4,Automatic,4WD,Hybrid,24.5,29.6,26.8,336.0
2024,Kia,Wagon,5.0,4,Manual,AWD,Regular,10.0,15.0,12.2,715.0
2020,BMW,Hatchback,1.8,6,Manual,RWD,Regular,10.1,15.2,12.4,706.0
2024,BMW,Minivan,3.7,6,Manual,AWD,Hybrid,24.0,28.3,25.9,365.0
2023,Honda,SUV,2.0,4,Manual,RWD,Regular,16.4,22.9,19.3,465.0
2024,Subaru,Wagon,4.6,4,CVT,FWD,Premium,15.1,21.9,18.2,479.0
2020,Tesla,Minivan,2.4,6,CVT,RWD,Regular,10.6,17.8,13.8,620.0
2023,Hyundai,Minivan,2.6,6,CVT,AWD,Regular,10.0,15.0,12.2,713.0
2024,Tesla,Minivan,5.2,3,Manual,RWD,Regular,13.4,20.2,16.4,541.0
2023,Chevrolet,Wagon,3.4,8,CVT,4WD,Electric,81.8,88.0,84.6,139.0
2021,Nissan,SUV,4.3,6,CVT,FWD,Electric,93.3,101.1,96.8,71.0
2021,Subaru,Minivan,3.0,6,Automatic,4WD,Regular,11.8,17.0,14.1,636.0
2024,Tesla,Minivan,2.5,6,Automatic,4WD,Electric,89.6,97.6,93.2,103.0
2023,Ford,Truck,4.1,4,CVT,4WD,Regular,11.0,17.7,14.0,659.0
2020,Ford,Hatchback,1.8,4,CVT,4WD,Regular,20.5,27.4,23.6,379.0
2024,Tesla,Wagon,2.9,6,CVT,RWD,Diesel,22.6,25.7,24.0,378.0
2021,Lexus,Wagon,2.0,4,Manual,4WD,Premium,14.9,20.4,17.3,537.0
2021,Tesla,Coupe,4.5,6,Automatic,RWD,Regular,10.0,15.6,12.5,695.0
2024,BMW,Wagon,5.7,6,Automatic,4WD,Regular,10.0,15.0,12.2,744.0
2023,Chevrolet,SUV,6.0,6,Automatic,AWD,Hybrid,21.1,25.7,23.2,355.0
2021,Toyota,Wagon,3.3,4,CVT,4WD,Electric,101.2,108.9,104.7,86.0
2023,Mazda,Truck,2.3,4,Manual,AWD,Electric,103.8,108.9,106.1,79.0
2021,Subaru,Hatchback,3.2,6,Automatic,RWD,Regular,12.9,16.8,14.7,590.0
2021,Subaru,Hatchback,5.2,3,Automatic,FWD,Diesel,10.0,15.6,12.5,730.0
2022,Tesla,Wagon,2.0,6,Manual,RWD,Regular,13.1,16.2,14.5,633.0
2021,Volkswagen,Minivan,5.8,6,CVT,FWD,Hybrid,19.4,24.9,21.9,427.0
2020,Hyundai,Sedan,2.7,4,CVT,FWD,Regular,14.7,20.6,17.4,518.0
2024,Kia,Sedan,5.9,6,Automatic,4WD,Regular,10.0,15.0,12.2,704.0
2024,Hyundai,Minivan,5.2,4,Automatic,FWD,Regular,10.0,16.8,13.1,672.0
2023,Mazda,Minivan,5.0,4,Manual,RWD,Electric,90.3,93.9,91.9,117.0
2021,Ford,Minivan,2.6,8,Automatic,4WD,Diesel,18.6,26.0,22.0,424.0
2020,Tesla,SUV,1.0,12,Manual,FWD,Regular,10.0,17.8,13.5,682.0
2023,Ford,Sedan,2.9,4,Automatic,RWD,Premium,16.0,19.0,17.3,520.0
2022,Ford,Minivan,2.5,8,Automatic,FWD,Electric,94.6,101.8,97.8,87.0
2023,Volkswagen,SUV,1.2,4,Automatic,FWD,Regular,19.2,24.8,21.7,370.0
2023,Ford,Coupe,3.5,4,CVT,4WD,Electric,91.0,96.3,93.3,113.0
2021,Mazda,SUV,3.0,4,Manual,4WD,Hybrid,24.4,28.6,26.3,336.0
2022,Mercedes-Benz,Sedan,4.2,8,Manual,RWD,Regular,10.0,15.2,12.4,692.0
2023,Chevrolet,Wagon,4.1,4,CVT,4WD,Regular,12.2,19.9,15.7,581.0
2020,Audi,Coupe,1.6,6,CVT,4WD,Regular,20.7,24.7,22.5,423.0
2020,Kia,Sedan,5.9,6,CVT,AWD,Regular,10.0,15.0,12.2,746.0
2024,Tesla,SUV,1.9,6,Manual,AWD,Regular,16.6,20.8,18.5,494.0
2022,Lexus,Truck,3.2,4,Automatic,RWD,Premium,17.9,23.6,20.5,452.0
2022,Mazda,Hatchback,3.4,4,CVT,4WD,Premium,19.0,26.7,22.5,340.0
2024,BMW,Sedan,5.1,4,CVT,RWD,Regular,10.0,15.9,12.6,740.0
2023,Mercedes-Benz,Minivan,1.5,6,CVT,AWD,Premium,19.9,24.1,21.8,392.0
2022,Kia,SUV,3.1,6,Automatic,AWD,Premium,14.7,19.9,17.0,509.0
2020,Mazda,Minivan,4.1,6,Automatic,AWD,Hybrid,28.7,33.6,30.9,278.0
2020,Mercedes-Benz,Minivan,2.1,6,CVT,RWD,Regular,12.0,15.2,13.5,651.0
2021,Ford,Minivan,4.1,4,Automatic,4WD,Premium,10.0,15.6,12.5,741.0
2022,Lexus,Minivan,5.6,8,CVT,FWD,Hybrid,13.5,17.1,15.1,599.0
2023,Chevrolet,Minivan,6.0,6,Automatic,4WD,Regular,10.0,17.2,13.2,660.0
2024,Tesla,Coupe,1.2,4,Manual,RWD,Regular,18.0,23.8,20.6,421.0
2024,Subaru,Sedan,2.2,4,Manual,AWD,Regular,10.0,17.2,13.3,718.0
2023,Hyundai,Sedan,2.6,6,Automatic,FWD,Electric,96.1,103.9,99.6,96.0
2021,Nissan,Hatchback,3.0,8,Manual,RWD,Regular,11.7,19.4,15.2,576.0
2024,Audi,SUV,2.2,4,Manual,AWD,Hybrid,37.1,40.6,38.7,197.0
2022,Chevrolet,Truck,2.0,6,Manual,RWD,Electric,97.1,104.8,100.6,55.0
2021,Subaru,Coupe,5.8,4,CVT,FWD,Regular,10.0,17.0,13.2,651.0
2022,Toyota,SUV,5.6,3,Automatic,AWD,Premium,10.0,16.9,13.1,680.0
2020,Tesla,Coupe,1.2,6,Automatic,4WD,Regular,23.5,27.0,25.1,376.0
2021,Mazda,Sedan,2.7,6,Automatic,RWD,Regular,15.6,19.5,17.4,523.0
2024,Toyota,Minivan,3.0,6,Manual,FWD,Premium,10.0,17.9,13.5,682.0
2021,Subaru,Hatchback,2.2,4,CVT,4WD,Premium,20.4,24.4,22.2,412.0
2021,Chevrolet,Hatchback,4.1,3,Automatic,FWD,Regular,15.4,19.3,17.2,492.0
2021,Mazda,Wagon,4.2,4,Manual,RWD,Electric,94.9,99.7,97.0,100.0
2021,Tesla,Truck,5.3,3,CVT,FWD,Regular,10.0,17.6,13.4,673.0
2022,BMW,Hatchback,4.7,4,CVT,AWD,Regular,10.0,15.4,12.4,714.0
2020,Nissan,Minivan,3.7,4,Automatic,FWD,Regular,19.5,27.1,23.0,380.0
2023,Ford,Sedan,4.3,4,Automatic,RWD,Regular,10.0,15.0,12.2,725.0
2021,Mazda,Truck,2.4,4,Manual,AWD,Hybrid,31.7,35.8,33.6,234.0
2024,BMW,SUV,4.0,6,Automatic,FWD,Premium,10.0,15.5,12.5,684.0
2021,Tesla,Minivan,3.4,4,Manual,FWD,Regular,10.0,16.1,12.8,745.0
2024,Tesla,Minivan,1.7,4,CVT,AWD,Regular,25.9,30.9,28.1,291.0
2022,Mazda,Hatchback,2.2,6,CVT,4WD,Regular,17.2,21.9,19.3,425.0
2024,Chevrolet,Truck,2.5,4,CVT,4WD,Regular,20.7,24.8,22.6,379.0
2023,BMW,Sedan,5.6,6,CVT,AWD,Premium,11.2,15.6,13.2,682.0
2020,Chevrolet,Wagon,2.2,4,Automatic,FWD,Hybrid,34.4,40.8,37.3,249.0
2024,Mercedes-Benz,Coupe,2.4,4,Automatic,4WD,Electric,100.2,105.1,102.4,66.0
2024,Subaru,Coupe,2.8,4,Manual,AWD,Regular,16.9,20.2,18.4,485.0
2020,Honda,Sedan,4.3,4,Manual,RWD,Regular,10.2,15.0,12.4,706.0
2023,Mazda,Sedan,1.6,6,Manual,FWD,Regular,17.9,22.8,20.1,446.0
2021,Audi,Coupe,5.8,8,Manual,RWD,Regular,10.0,17.6,13.4,657.0
2024,Tesla,Wagon,5.3,4,Manual,FWD,Regular,12.3,17.2,14.5,599.0
2020,Hyundai,Truck,3.9,4,CVT,4WD,Regular,10.8,15.0,12.7,687.0
2022,Mazda,Coupe,4.4,6,CVT,RWD,Regular,10.7,15.8,13.0,640.0
2020,Subaru,Sedan,1.1,4,CVT,RWD,Premium,22.9,29.3,25.8,340.0
2022,Lexus,Hatchback,2.7,6,Manual,AWD,Premium,11.1,17.1,13.8,642.0
2023,Lexus,SUV,5.0,4,CVT,4WD,Regular,10.0,15.0,12.2,700.0
2021,Kia,Wagon,1.4,8,CVT,4WD,Diesel,18.7,25.2,21.6,405.0
2020,Audi,Minivan,2.4,4,CVT,FWD,Regular,18.3,24.5,21.1,416.0
2024,Tesla,Wagon,3.9,4,CVT,AWD,Regular,10.4,15.0,12.5,674.0
2023,Toyota,Hatchback,2.3,8,Automatic,AWD,Electric,91.2,95.0,92.9,80.0
2020,Tesla,Hatchback,5.7,6,Manual,FWD,Regular,10.0,15.7,12.6,689.0
2024,Mercedes-Benz,Minivan,1.7,4,Manual,RWD,Hybrid,31.6,37.9,34.4,262.0
2020,Ford,Sedan,5.0,6,Automatic,FWD,Regular,10.0,17.8,13.5,683.0
2022,BMW,Coupe,3.5,6,CVT,FWD,Premium,10.0,15.1,12.3,723.0
2020,Tesla,Truck,4.8,4,CVT,FWD,Premium,14.5,21.3,17.6,528.0
2020,Honda,Wagon,2.6,6,CVT,AWD,Premium,11.6,15.2,13.2,669.0
2020,Nissan,Minivan,3.6,4,Manual,FWD,Electric,97.7,105.1,101.0,95.0
2023,Lexus,Wagon,5.3,6,Manual,FWD,Premium,10.0,16.2,12.8,696.0
2020,Nissan,Hatchback,3.3,12,Manual,FWD,Diesel,10.0,16.1,12.8,743.0
2024,Nissan,Coupe,2.8,4,Manual,4WD,Regular,17.2,20.9,18.9,467.0
2022,Chevrolet,Wagon,3.7,4,Manual,RWD,Regular,11.8,15.0,13.2,689.0
2022,Nissan,Truck,4.6,3,Automatic,RWD,Premium,10.0,16.5,12.9,693.0
2020,Ford,Hatchback,3.2,3,Manual,RWD,Premium,19.8,23.3,21.4,438.0
2023,Mercedes-Benz,Truck,5.7,8,CVT,RWD,Hybrid,15.5,19.1,17.1,532.0
2023,Toyota,Coupe,2.5,4,Manual,AWD,Regular,16.5,20.4,18.3,492.0
2024,Nissan,Wagon,3.4,4,Automatic,AWD,Regular,12.7,16.2,14.3,599.0
2020,Audi,SUV,4.8,6,CVT,FWD,Premium,10.0,16.1,12.8,673.0
2022,Mazda,Wagon,4.4,8,Automatic,AWD,Electric,85.0,90.1,87.3,89.0
2023,Audi,Coupe,5.3,4,CVT,RWD,Hybrid,30.5,34.9,32.5,268.0
2020,Mazda,Wagon,6.0,6,Manual,4WD,Regular,10.0,15.2,12.3,725.0
2023,Chevrolet,Minivan,3.1,6,Automatic,FWD,Regular,10.0,17.2,13.2,661.0
2023,Ford,Wagon,1.6,8,CVT,FWD,Regular,15.4,23.0,18.8,433.0
2022,Toyota,Sedan,1.2,6,Manual,RWD,Regular,18.7,24.2,21.2,440.0
2021,Honda,Wagon,4.6,6,CVT,RWD,Hybrid,23.2,29.0,25.8,353.0
2024,Subaru,Wagon,5.4,3,Automatic,RWD,Regular,10.0,15.0,12.2,730.0
2024,Toyota,Truck,2.1,4,Automatic,AWD,Regular,20.9,26.4,23.4,405.0
2022,Subaru,SUV,1.8,6,Automatic,FWD,Regular,12.0,18.7,15.0,576.0
2023,Audi,Truck,1.3,8,Automatic,RWD,Regular,10.1,15.5,12.5,708.0
2020,Kia,Truck,5.1,8,Manual,4WD,Electric,88.7,93.2,90.7,101.0
2023,Lexus,Hatchback,2.6,12,CVT,FWD,Regular,10.0,15.9,12.7,691.0
2022,Subaru,Sedan,3.0,4,Manual,FWD,Regular,13.1,20.8,16.5,523.0
2024,Mercedes-Benz,Truck,3.5,6,Automatic,AWD,Hybrid,28.0,35.4,31.3,301.0
2023,Hyundai,Minivan,5.2,6,CVT,FWD,Regular,10.0,16.8,13.1,684.0
2024,Mercedes-Benz,Coupe,4.3,6,Automatic,RWD,Premium,10.0,15.0,12.2,741.0
2020,Tesla,Minivan,4.1,4,Manual,RWD,Regular,12.8,17.0,14.7,588.0
2024,Lexus,Coupe,1.9,4,Manual,4WD,Premium,14.0,21.2,17.3,530.0
2024,Lexus,Wagon,3.6,8,Manual,FWD,Regular,10.0,15.0,12.2,716.0
2021,Mazda,Hatchback,4.6,4,CVT,FWD,Regular,14.4,20.5,17.1,525.0
2021,Ford,Sedan,5.9,8,CVT,AWD,Regular,10.0,15.2,12.3,762.0
2021,Volkswagen,Minivan,2.0,4,Automatic,RWD,Regular,17.0,22.4,19.4,475.0
2024,Chevrolet,Sedan,1.0,6,CVT,4WD,Regular,21.4,26.6,23.7,382.0
2022,Audi,Minivan,1.4,6,CVT,RWD,Regular,16.9,24.4,20.3,465.0
2024,Hyundai,Wagon,2.9,6,Manual,FWD,Premium,14.4,17.9,16.0,544.0
2022,Subaru,Coupe,5.1,4,Automatic,FWD,Hybrid,20.2,27.1,23.3,391.0
2022,Nissan,SUV,1.0,8,Manual,4WD,Regular,12.2,19.4,15.4,560.0
2021,Ford,Hatchback,3.3,6,Automatic,FWD,Regular,14.6,22.3,18.0,486.0
2023,Hyundai,Minivan,2.6,4,Automatic,4WD,Electric,97.6,102.9,100.0,121.0
2020,Chevrolet,Minivan,1.3,6,CVT,4WD,Premium,19.4,24.9,21.9,411.0
2021,Mazda,Wagon,3.3,4,Manual,RWD,Regular,10.0,17.8,13.5,686.0
2021,Audi,Hatchback,2.3,4,CVT,4WD,Regular,19.5,24.8,21.9,404.0
2023,Ford,Coupe,2.8,4,CVT,FWD,Regular,18.9,24.4,21.4,440.0
2020,Chevrolet,Coupe,4.5,8,CVT,AWD,Regular,10.0,15.0,12.2,729.0
2024,Kia,Minivan,3.6,4,Automatic,AWD,Hybrid,24.0,27.1,25.4,353.0
2024,Kia,SUV,1.6,6,Manual,FWD,Diesel,19.9,25.1,22.3,399.0
2021,Mercedes-Benz,SUV,5.8,4,Manual,AWD,Premium,10.0,16.3,12.8,702.0
2020,Mercedes-Benz,Sedan,4.2,4,CVT,AWD,Regular,10.0,16.4,12.9,684.0
2021,Chevrolet,Hatchback,4.8,8,Automatic,4WD,Regular,10.0,15.0,12.2,701.0
2022,Hyundai,Hatchback,1.4,6,Manual,AWD,Electric,102.2,109.2,105.3,84.0
2021,Mercedes-Benz,Coupe,1.2,8,Manual,AWD,Regular,16.1,21.5,18.5,483.0
2021,Audi,Sedan,1.1,4,CVT,AWD,Regular,13.8,19.4,16.3,578.0
2024,Ford,Wagon,1.9,4,Automatic,RWD,Regular,15.6,23.4,19.1,420.0
2024,Hyundai,Hatchback,3.1,8,CVT,FWD,Premium,10.0,15.0,12.2,761.0
2024,Mercedes-Benz,Sedan,5.7,6,Manual,4WD,Regular,10.0,16.8,13.1,699.0
2022,Honda,Sedan,3.3,4,Automatic,AWD,Regular,14.6,20.5,17.2,530.0
2024,Subaru,Minivan,2.5,4,CVT,FWD,Electric,100.8,107.3,103.7,89.0
2020,Honda,Coupe,3.8,6,Manual,AWD,Premium,10.0,15.1,12.3,702.0
2023,BMW,Sedan,1.6,4,CVT,RWD,Regular,12.0,16.4,14.0,674.0
2020,Kia,SUV,4.0,6,CVT,RWD,Premium,10.0,15.7,12.6,730.0
2020,Mazda,SUV,3.8,4,CVT,AWD,Regular,13.0,17.9,15.2,590.0
2024,Toyota,Truck,5.0,4,Automatic,AWD,Regular,10.0,15.0,12.2,734.0
2023,Subaru,Coupe,5.9,12,Manual,AWD,Premium,10.0,17.2,13.2,671.0
2023,Kia,Minivan,2.3,4,Manual,RWD,Regular,24.6,30.0,27.0,341.0
2023,Hyundai,Wagon,3.5,4,Manual,RWD,Regular,15.8,23.0,19.0,467.0
2022,Hyundai,Truck,5.5,6,Manual,FWD,Premium,10.0,15.4,12.4,723.0
2024,Hyundai,SUV,4.9,4,Automatic,4WD,Hybrid,16.5,22.3,19.1,474.0
2023,Mazda,Minivan,3.4,4,CVT,4WD,Regular,10.4,18.4,14.0,683.0
2022,Honda,Truck,5.7,6,Manual,RWD,Regular,10.0,17.8,13.5,640.0
2021,Toyota,Coupe,1.3,4,Automatic,4WD,Regular,24.2,28.5,26.2,342.0
2021,Audi,Minivan,5.7,4,CVT,AWD,Regular,10.3,17.7,13.6,678.0
2022,Mercedes-Benz,Coupe,1.3,4,Automatic,FWD,Regular,17.3,22.3,19.6,470.0
2022,Hyundai,Sedan,3.7,6,Automatic,RWD,Regular,13.5,16.9,15.1,602.0
2024,Volkswagen,Hatchback,5.5,6,Manual,RWD,Premium,10.0,15.9,12.6,766.0
2024,BMW,Sedan,2.3,6,Manual,4WD,Regular,13.8,21.7,17.3,535.0
2021,Subaru,Coupe,3.4,4,CVT,AWD,Regular,14.9,22.8,18.5,468.0
2023,Ford,Minivan,2.6,6,CVT,FWD,Regular,10.0,15.0,12.2,714.0
2021,Mercedes-Benz,SUV,5.8,8,Manual,4WD,Regular,10.0,16.9,13.1,678.0
2023,Volkswagen,Wagon,5.1,4,Automatic,RWD,Hybrid,23.1,30.1,26.2,330.0
